code,name,port_code,port_name,country_ports_id,
ARG,ARGENTINA (REPUBLICA),PRA,Parana,11,248
ARG,ARGENTINA (REPUBLICA),PRQ,Pres. Roque Saenz Pena,11,249
ARG,ARGENTINA (REPUBLICA),PRS,Puerto Rosales/Bahia Blanca,11,250
ARG,ARGENTINA (REPUBLICA),PSS,Posadas,11,251
ARG,ARGENTINA (REPUBLICA),PUB,Puerto Borghi,11,252
ARG,ARGENTINA (REPUBLICA),PUD,Puerto Deseado,11,253
ARG,ARGENTINA (REPUBLICA),QLV,Olivos,11,254
ARG,ARGENTINA (REPUBLICA),QPQ,Pinamar,11,255
ARG,ARGENTINA (REPUBLICA),QQN,Quequ_n,11,256
ARG,ARGENTINA (REPUBLICA),RAM,Ramallo,11,257
ARG,ARGENTINA (REPUBLICA),RCQ,Reconquista,11,258
ARG,ARGENTINA (REPUBLICA),RCU,Rio Cuarto,11,259
ARG,ARGENTINA (REPUBLICA),RDS,Rincon De Los Sauces,11,260
ARG,ARGENTINA (REPUBLICA),REL,Trelew,11,261
ARG,ARGENTINA (REPUBLICA),RES,Resistencia,11,262
ARG,ARGENTINA (REPUBLICA),RGA,Rio Grande,11,263
ARG,ARGENTINA (REPUBLICA),RGL,Rio Gallegos,11,264
ARG,ARGENTINA (REPUBLICA),RHD,Rio Hondo,11,265
ARG,ARGENTINA (REPUBLICA),RLA,Recalada,11,266
ARG,ARGENTINA (REPUBLICA),ROS,Rosario,11,267
ARG,ARGENTINA (REPUBLICA),ROY,Rio Mayo,11,268
ARG,ARGENTINA (REPUBLICA),RSA,Santa Rosa,11,269
ARG,ARGENTINA (REPUBLICA),RYO,Rio Turbio,11,270
ARG,ARGENTINA (REPUBLICA),RZA,Santa Cruz,11,271
ARG,ARGENTINA (REPUBLICA),SAE,San Antonio Este,11,272
ARG,ARGENTINA (REPUBLICA),SDE,Santiago del Estero,11,273
ARG,ARGENTINA (REPUBLICA),SFE,San Fernando,11,274
ARG,ARGENTINA (REPUBLICA),SFN,Santa Fe,11,275
ARG,ARGENTINA (REPUBLICA),SGV,Sierra Grande,11,276
ARG,ARGENTINA (REPUBLICA),SLA,Salta,11,277
ARG,ARGENTINA (REPUBLICA),SLO,San Lorenzo,11,278
ARG,ARGENTINA (REPUBLICA),SMT,San Mateo,11,279
ARG,ARGENTINA (REPUBLICA),SNS,San Nicolas de los Los Arroyos,11,280
ARG,ARGENTINA (REPUBLICA),SPD,San Pedro,11,281
ARG,ARGENTINA (REPUBLICA),SSN,San Sebastian,11,282
ARG,ARGENTINA (REPUBLICA),SST,Santa Teresita,11,283
ARG,ARGENTINA (REPUBLICA),SZQ,Saenz Pena,11,284
ARG,ARGENTINA (REPUBLICA),TDL,Tandil,11,285
ARG,ARGENTINA (REPUBLICA),TTG,Tartagal,11,286
ARG,ARGENTINA (REPUBLICA),TUC,Tucuman,11,287
ARG,ARGENTINA (REPUBLICA),UAQ,San Juan,11,288
ARG,ARGENTINA (REPUBLICA),ULA,San Julian,11,289
ARG,ARGENTINA (REPUBLICA),USH,Ushuaia,11,290
ARG,ARGENTINA (REPUBLICA),UZU,Curuzu Cuatia,11,291
ARG,ARGENTINA (REPUBLICA),VCF,Valcheta,11,292
ARG,ARGENTINA (REPUBLICA),VCN,Villa Constitucion,11,293
ARG,ARGENTINA (REPUBLICA),VDM,Viedma,11,294
ARG,ARGENTINA (REPUBLICA),VDR,Villa Dolores,11,295
ARG,ARGENTINA (REPUBLICA),VGS,General Villegas,11,296
ARG,ARGENTINA (REPUBLICA),VLG,Villa Gesell,11,297
ARG,ARGENTINA (REPUBLICA),VME,Villa Mercedes,11,298
ARG,ARGENTINA (REPUBLICA),XMV,Pichanal,11,299
ARG,ARGENTINA (REPUBLICA),XMX,Ledesma,11,300
ARG,ARGENTINA (REPUBLICA),XOS,Mosconi,11,301
ARG,ARGENTINA (REPUBLICA),XPD,San Pedro,11,302
ARG,ARGENTINA (REPUBLICA),ZAE,Zarate,11,303
ARG,ARGENTINA (REPUBLICA),ZAI,Embarcacion,11,304
ARM,ARMENIA (REPUBLICA DE),ABO,Abovyan,12,305
ARM,ARMENIA (REPUBLICA DE),AHU,Akhuryan,12,306
ARM,ARMENIA (REPUBLICA DE),ARA,Ararat,12,307
ARM,ARMENIA (REPUBLICA DE),EVN,Yerevan,12,308
ARM,ARMENIA (REPUBLICA DE),EZN,Ecmiadzin,12,309
ARM,ARMENIA (REPUBLICA DE),LWN,Gyoumri,12,310
ARM,ARMENIA (REPUBLICA DE),VZR,Vanadzor,12,311
ATG,ANTIGUA Y BARBUDA (COMUNIDAD BRITANICA DE NACIONES),ANU,Antigua,7,312
ATG,ANTIGUA Y BARBUDA (COMUNIDAD BRITANICA DE NACIONES),BBQ,Barbuda,7,313
ATG,ANTIGUA Y BARBUDA (COMUNIDAD BRITANICA DE NACIONES),SJO,St Johns,7,314
AUS,AUSTRALIA (COMUNIDAD DE),AAB,Arrabury,14,315
AUS,AUSTRALIA (COMUNIDAD DE),ABG,Abingdon,14,316
AUS,AUSTRALIA (COMUNIDAD DE),ABH,Alpha,14,317
AUS,AUSTRALIA (COMUNIDAD DE),ABL,Amberley,14,318
AUS,AUSTRALIA (COMUNIDAD DE),ABM,Bamaga,14,319
AUS,AUSTRALIA (COMUNIDAD DE),ABP,Abbot Point,14,320
AUS,AUSTRALIA (COMUNIDAD DE),ABX,Albury,14,321
AUS,AUSTRALIA (COMUNIDAD DE),ADA,Adelaide Apt,14,322
AUS,AUSTRALIA (COMUNIDAD DE),ADL,Adelaide,14,323
AUS,AUSTRALIA (COMUNIDAD DE),ADO,Andamooka,14,324
AUS,AUSTRALIA (COMUNIDAD DE),AGW,Agnew,14,325
AUS,AUSTRALIA (COMUNIDAD DE),AGY,Argyle Downs,14,326
AUS,AUSTRALIA (COMUNIDAD DE),ALH,Albany,14,327
AUS,AUSTRALIA (COMUNIDAD DE),ALT,Altona,14,328
AUS,AUSTRALIA (COMUNIDAD DE),ALX,Alexandria,14,329
AUS,AUSTRALIA (COMUNIDAD DE),AMT,Amata,14,330
AUS,AUSTRALIA (COMUNIDAD DE),AMX,Ammaroo,14,331
AUS,AUSTRALIA (COMUNIDAD DE),ANZ,Angus Downs,14,332
AUS,AUSTRALIA (COMUNIDAD DE),ARD,Ardrossan,14,333
AUS,AUSTRALIA (COMUNIDAD DE),ARL,Arundel,14,334
AUS,AUSTRALIA (COMUNIDAD DE),ARM,Armidale,14,335
AUS,AUSTRALIA (COMUNIDAD DE),ARY,Ararat,14,336
AUS,AUSTRALIA (COMUNIDAD DE),ASC,Ashgrove/Brisbane,14,337
AUS,AUSTRALIA (COMUNIDAD DE),ASP,Alice Springs,14,338
AUS,AUSTRALIA (COMUNIDAD DE),AUD,Augustus Downs,14,339
AUS,AUSTRALIA (COMUNIDAD DE),AUU,Aurukun Mission,14,340
AUS,AUSTRALIA (COMUNIDAD DE),AVG,Auvergne,14,341
AUS,AUSTRALIA (COMUNIDAD DE),AVV,Avalon,14,342
AUS,AUSTRALIA (COMUNIDAD DE),AWN,Alton Downs,14,343
AUS,AUSTRALIA (COMUNIDAD DE),AWP,Austral Downs,14,344
AUS,AUSTRALIA (COMUNIDAD DE),AXC,Aramac,14,345
AUS,AUSTRALIA (COMUNIDAD DE),AXL,Alexandria,14,346
AUS,AUSTRALIA (COMUNIDAD DE),AYD,Alroy Downs,14,347
AUS,AUSTRALIA (COMUNIDAD DE),AYL,Anthony Lagoon,14,348
AUS,AUSTRALIA (COMUNIDAD DE),AYQ,Ayers Rock,14,349
AUS,AUSTRALIA (COMUNIDAD DE),AYR,Ayr,14,350
AUS,AUSTRALIA (COMUNIDAD DE),BAH,Ballast Head,14,351
AUS,AUSTRALIA (COMUNIDAD DE),BAK,Bakers Creek,14,352
AUS,AUSTRALIA (COMUNIDAD DE),BBE,Big Bell,14,353
AUS,AUSTRALIA (COMUNIDAD DE),BBG,Bing Bong,14,354
AUS,AUSTRALIA (COMUNIDAD DE),BCH,Beachport,14,355
AUS,AUSTRALIA (COMUNIDAD DE),BCI,Barcaldine,14,356
AUS,AUSTRALIA (COMUNIDAD DE),BCK,Bolwarra,14,357
